epoch,total_loss,task_loss,g_constraint,train_rmse,val_rmse
0,0.08545276522636414,0.08545276522636414,151.4409637451172,0.2923230528831482,0.3301796615123749
1,0.06516421586275101,0.06516421586275101,155.14501953125,0.25527283549308777,0.2740415036678314
2,0.05670884624123573,0.05670884624123573,160.5185089111328,0.2381361871957779,0.23694133758544922
3,0.05476512759923935,0.05476512759923935,167.64280700683594,0.23401950299739838,0.2183852642774582
4,0.05479176342487335,0.05479176342487335,175.5446319580078,0.23407641053199768,0.2086559683084488
5,0.0554746650159359,0.0554746650159359,181.53741455078125,0.23553059995174408,0.20291878283023834
6,0.05619969218969345,0.05619969218969345,186.25753784179688,0.23706474900245667,0.19972148537635803
7,0.05661311373114586,0.05661311373114586,189.3143768310547,0.2379351109266281,0.19866153597831726
8,0.05661560222506523,0.05661560222506523,192.0857696533203,0.23794032633304596,0.19858892261981964
9,0.05641074478626251,0.05641074478626251,193.2772979736328,0.23750945925712585,0.19934412837028503
10,0.05607890710234642,0.05607890710234642,194.3167266845703,0.2368098497390747,0.20028424263000488
11,0.055688075721263885,0.055688075721263885,193.90191650390625,0.235983207821846,0.2018841952085495
