epoch,total_loss,task_loss,g_constraint,train_rmse,val_rmse
0,0.37606707215309143,0.0692688450217247,306.7982177734375,0.26318976283073425,0.25914862751960754
1,0.30665022134780884,0.061957020312547684,244.6931915283203,0.24891167879104614,0.23913775384426117
2,0.25276196002960205,0.05786105990409851,194.90090942382812,0.24054326117038727,0.22499826550483704
3,0.2112126648426056,0.05617465078830719,155.0380096435547,0.23701192438602448,0.21443931758403778
4,0.17986690998077393,0.05611203610897064,123.75486755371094,0.23687979578971863,0.2115311175584793
5,0.1554718315601349,0.05682254955172539,98.64927673339844,0.23837481439113617,0.21044141054153442
6,0.13644911348819733,0.0575292594730854,78.91984558105469,0.23985257744789124,0.20913465321063995
7,0.12083066999912262,0.057888213545084,62.942447662353516,0.24059969186782837,0.20899070799350739
8,0.1085587665438652,0.05815843120217323,50.400333404541016,0.241160586476326,0.20988009870052338
9,0.09851899743080139,0.05768691748380661,40.83208084106445,0.24018101394176483,0.20994769036769867
10,0.09076710045337677,0.05744987353682518,33.317222595214844,0.2396870255470276,0.21044446527957916
11,0.08402417600154877,0.05686919018626213,27.15498161315918,0.23847262561321259,0.20933422446250916
