epoch,total_loss,task_loss,g_constraint,train_rmse,val_rmse
0,3.1372506618499756,0.0692688450217247,306.7981872558594,0.26318976283073425,0.25914862751960754
1,2.506946086883545,0.06235542520880699,244.4590606689453,0.24971067905426025,0.2402607500553131
2,2.0036442279815674,0.05828426405787468,194.5360107421875,0.24142134189605713,0.22688637673854828
3,1.6038296222686768,0.0563938170671463,154.7435760498047,0.23747383058071136,0.21631908416748047
4,1.2906633615493774,0.056048426777124405,123.46149444580078,0.23674549162387848,0.21258406341075897
5,1.0413880348205566,0.056494295597076416,98.48937225341797,0.23768529295921326,0.2106837034225464
6,0.8449927568435669,0.0572686642408371,78.77240753173828,0.23930871486663818,0.2089252918958664
7,0.6860551834106445,0.057788409292697906,62.82667922973633,0.24039219319820404,0.209193155169487
8,0.5615832805633545,0.058335624635219574,50.324771881103516,0.24152769148349762,0.2101215422153473
9,0.465640664100647,0.058119069784879684,40.75216293334961,0.24107897281646729,0.21035480499267578
10,0.39055681228637695,0.05811425298452377,33.24425506591797,0.2410689741373062,0.21048399806022644
