epoch,total_loss,task_loss,g_constraint,train_rmse,val_rmse
0,7.657500743865967,0.08545277267694473,151.4409637451172,0.2923230528831482,0.3301796615123749
1,5.349949359893799,0.06183633580803871,105.76226043701172,0.24866913259029388,0.26166847348213196
2,3.6766629219055176,0.055532507598400116,72.422607421875,0.2356533706188202,0.22784055769443512
3,2.531648635864258,0.05468769744038582,49.53921890258789,0.2338540107011795,0.21365445852279663
4,1.7629109621047974,0.054970867931842804,34.1588020324707,0.23445867002010345,0.20739664137363434
5,1.225147008895874,0.055151354521512985,23.399913787841797,0.23484325408935547,0.2055303156375885
6,0.8568881750106812,0.05523146316409111,16.03313446044922,0.23501375317573547,0.20508025586605072
7,0.6010395884513855,0.055154334753751755,10.917705535888672,0.23484960198402405,0.20637649297714233
8,0.4382823407649994,0.054931994527578354,7.667006969451904,0.2343757599592209,0.20837461948394775
9,0.337645560503006,0.054885383695364,5.655203342437744,0.23427629470825195,0.21072860062122345
10,0.2712426781654358,0.05479259043931961,4.3290019035339355,0.23407816886901855,0.21235568821430206
