epoch,total_loss,task_loss,g_constraint,train_rmse,val_rmse
0,15.229549407958984,0.08545276522636414,151.4409637451172,0.2923230528831482,0.3301796317100525
1,10.63688850402832,0.06194380298256874,105.74944305419922,0.2488851249217987,0.2620989978313446
2,7.297513961791992,0.055537860840559006,72.41976165771484,0.2356647253036499,0.22804419696331024
3,5.006611347198486,0.05470921844244003,49.51901626586914,0.2339000254869461,0.21384036540985107
4,3.473332405090332,0.054930634796619415,34.184017181396484,0.23437285423278809,0.20763960480690002
5,2.395043134689331,0.05513507127761841,23.399080276489258,0.23480857908725739,0.20568712055683136
6,1.6590732336044312,0.0552193708717823,16.038537979125977,0.2349880188703537,0.20513348281383514
7,1.1556766033172607,0.055171091109514236,11.005054473876953,0.23488527536392212,0.2063046097755432
8,0.8242686986923218,0.0549539290368557,7.693147659301758,0.23442254960536957,0.20822815597057343
9,0.6173635125160217,0.054880619049072266,5.624828815460205,0.23426613211631775,0.2105051428079605
10,0.4862748980522156,0.054773300886154175,4.31501579284668,0.23403696715831757,0.2121906727552414
