epoch,total_loss,task_loss,g_constraint,train_rmse,val_rmse
0,30.373645782470703,0.08545277267694473,151.4409637451172,0.2923230528831482,0.3301796615123749
1,25.479856491088867,0.07025005668401718,127.04803466796875,0.2650472819805145,0.2904965877532959
2,21.12091636657715,0.061969198286533356,105.29473114013672,0.24893613159656525,0.2623984217643738
3,17.515457153320312,0.0576002411544323,87.2892837524414,0.24000050127506256,0.2422148734331131
4,14.609973907470703,0.05562641844153404,72.77173614501953,0.23585253953933716,0.22859711945056915
5,12.097122192382812,0.054837051779031754,60.21142578125,0.23417311906814575,0.21990077197551727
6,10.013128280639648,0.05469683185219765,49.79215621948242,0.23387353122234344,0.2145141363143921
7,8.28349494934082,0.05475142225623131,41.14371871948242,0.23399022221565247,0.21114489436149597
8,6.899945259094238,0.05483102798461914,34.22557067871094,0.23416025936603546,0.2091345489025116
9,5.726335048675537,0.05494816601276398,28.35693359375,0.23441025614738464,0.20800654590129852
10,4.778600215911865,0.05497010424733162,23.618148803710938,0.23445704579353333,0.20733894407749176
11,3.964463472366333,0.05497926473617554,19.547420501708984,0.23447658121585846,0.20732885599136353
12,3.2777366638183594,0.0549500398337841,16.113933563232422,0.2344142496585846,0.207864448428154
13,2.7500698566436768,0.05490533262491226,13.475821495056152,0.23431886732578278,0.20887871086597443
14,2.2777247428894043,0.05485719442367554,11.114336967468262,0.2342161238193512,0.2099214792251587
