dataset,model,rmse,brier,ece,eval_count,positive_count,negative_count,eval_scope,rmse_norm,class_balance_ok
Infectious,Landscape,0.2636688006641935,0.5819511672120182,0.7628499145454546,11.0,11.0,0.0,test,0.9285276147265319,0.0
Infectious,RKHS,0.2402251907088996,0.5447806204609378,0.73808199,11.0,11.0,0.0,test,0.8459693477736973,0.0
Infectious,TGN,0.2839644147167866,0.6156843749305274,0.7846464645454545,11.0,11.0,0.0,test,1.0,0.0
