epoch,total_loss,task_loss,g_constraint,train_rmse,val_rmse
0,45.51774215698242,0.08545277267694473,151.4409637451172,0.2923230528831482,0.3301796317100525
1,38.18497085571289,0.07028961181640625,127.04893493652344,0.2651218771934509,0.2906254827976227
2,31.65221405029297,0.06197959929704666,105.30078125,0.24895702302455902,0.2623971998691559
3,26.23885726928711,0.05764244496822357,87.27071380615234,0.24008841812610626,0.24228905141353607
4,21.878507614135742,0.05564591661095619,72.74287414550781,0.2358938604593277,0.2287890464067459
5,18.112537384033203,0.05486428365111351,60.19224166870117,0.23423126339912415,0.2200096696615219
6,14.98995304107666,0.05468308553099632,49.78423309326172,0.23384414613246918,0.2147028148174286
7,12.398239135742188,0.054747726768255234,41.14496994018555,0.23398232460021973,0.21130511164665222
8,10.32174301147461,0.054839108139276505,34.2230110168457,0.23417751491069794,0.20906193554401398
9,8.55815315246582,0.054933030158281326,28.34406852722168,0.23437796533107758,0.20808832347393036
10,7.144120216369629,0.05495791882276535,23.63054084777832,0.23443105816841125,0.20736153423786163
11,5.920066833496094,0.05497637763619423,19.55030059814453,0.2344704121351242,0.20734766125679016
12,4.892258644104004,0.05493186041712761,16.124422073364258,0.234375461935997,0.20790469646453857
13,4.1122565269470215,0.05490590259432793,13.52450180053711,0.23432008922100067,0.20886892080307007
14,3.4023025035858154,0.05486307665705681,11.15813159942627,0.2342286854982376,0.2097925841808319
