epoch,total_loss,task_loss,g_constraint,train_rmse,val_rmse
0,0.08545277267694473,0.08545277267694473,151.4409637451172,0.2923230528831482,0.3301796615123749
1,0.06520135700702667,0.06520135700702667,155.10211181640625,0.25534555315971375,0.27416929602622986
2,0.056572094559669495,0.056572094559669495,160.46286010742188,0.2378488928079605,0.23610976338386536
3,0.05472973361611366,0.05472973361611366,167.51132202148438,0.2339438647031784,0.21744675934314728
4,0.05485032871365547,0.05485032871365547,175.32989501953125,0.23420147597789764,0.20789863169193268
5,0.05557791143655777,0.05557791143655777,181.17787170410156,0.23574967682361603,0.20237556099891663
6,0.05629288777709007,0.05629288777709007,185.6670379638672,0.23726122081279755,0.19941864907741547
7,0.05666182562708855,0.05666182562708855,188.47396850585938,0.23803745210170746,0.19850651919841766
8,0.05661855638027191,0.05661855638027191,191.16873168945312,0.2379465401172638,0.1985526829957962
9,0.05638949200510979,0.05638949200510979,192.0634765625,0.23746471107006073,0.199369415640831
10,0.05590379983186722,0.05590379983186722,192.96298217773438,0.23643983900547028,0.20094427466392517
11,0.05549154058098793,0.05549154058098793,192.62484741210938,0.2355664223432541,0.20286966860294342
