epoch,total_loss,task_loss,g_constraint,train_rmse,val_rmse
0,7.657500743865967,0.08545277267694473,151.4409637451172,0.2923230528831482,0.3301796615123749
1,6.422835826873779,0.07019233703613281,127.05287170410156,0.2649383544921875,0.2903231680393219
2,5.326724529266357,0.061949532479047775,105.29549407958984,0.24889662861824036,0.26218748092651367
3,4.422226428985596,0.05757322534918785,87.29306030273438,0.2399442195892334,0.24207685887813568
4,3.6932809352874756,0.0556015782058239,72.75358581542969,0.2357998639345169,0.22846025228500366
5,3.065225601196289,0.054825928062200546,60.20799255371094,0.23414936661720276,0.21984083950519562
6,2.5440011024475098,0.054690565913915634,49.78620910644531,0.23386013507843018,0.21450090408325195
7,2.1126136779785156,0.05477092042565346,41.15685272216797,0.23403188586235046,0.2110695093870163
8,1.766119122505188,0.05484212562441826,34.22554016113281,0.23418395221233368,0.2091349959373474
9,1.4724175930023193,0.054939210414886475,28.349567413330078,0.23439115285873413,0.20791350305080414
10,1.2347209453582764,0.05496199429035187,23.595178604125977,0.23443974554538727,0.2073473334312439
11,1.032108187675476,0.054980501532554626,19.54255485534668,0.23447921872138977,0.20728063583374023
12,0.8598756790161133,0.05494482070207596,16.098617553710938,0.2344031184911728,0.20788884162902832
13,0.7277541160583496,0.05488036572933197,13.457474708557129,0.23426558077335358,0.20897367596626282
14,0.6101012229919434,0.054864443838596344,11.104735374450684,0.2342316061258316,0.2098539173603058
