epoch,total_loss,task_loss,g_constraint,train_rmse,val_rmse
0,7.657500743865967,0.08545277267694473,151.4409637451172,0.2923230528831482,0.3301796615123749
1,6.422860145568848,0.07022789120674133,127.05264282226562,0.2650054693222046,0.29044055938720703
2,5.32702112197876,0.06193919852375984,105.3016357421875,0.24887587130069733,0.26216498017311096
3,4.421451568603516,0.05762197822332382,87.2765884399414,0.24004578590393066,0.24223534762859344
4,3.694202423095703,0.05562271922826767,72.77159118652344,0.235844686627388,0.22862820327281952
5,3.0652894973754883,0.05483286827802658,60.209129333496094,0.23416419327259064,0.219890296459198
6,2.5448503494262695,0.054710328578948975,49.802799224853516,0.23390239477157593,0.21454700827598572
7,2.1128475666046143,0.054754484444856644,41.161861419677734,0.23399676382541656,0.21125425398349762
8,1.7652989625930786,0.05483461543917656,34.209285736083984,0.2341679185628891,0.2091076523065567
9,1.4722119569778442,0.05492410063743591,28.34575653076172,0.23435890674591064,0.20803406834602356
10,1.2356822490692139,0.054971788078546524,23.614208221435547,0.23446063697338104,0.2074514478445053
11,1.0320459604263306,0.05497899278998375,19.541339874267578,0.2344760000705719,0.20740564167499542
12,0.8597835302352905,0.054930634796619415,16.097057342529297,0.23437285423278809,0.2080218493938446
13,0.7303711771965027,0.054901596158742905,13.509391784667969,0.23431089520454407,0.208915576338768
14,0.6128695607185364,0.05485497787594795,11.16029167175293,0.23421140015125275,0.2097184956073761
