epoch,loss,train_rmse,val_rmse
0,0.07837303727865219,0.2799518406391144,0.2812851667404175
1,0.05909796059131622,0.24310071766376495,0.22950348258018494
2,0.056533899158239365,0.23776859045028687,0.21048074960708618
3,0.06023741513490677,0.24543312191963196,0.21010781824588776
4,0.06336576491594315,0.25172558426856995,0.21467319130897522
5,0.06398925185203552,0.2529609799385071,0.2155522257089615
6,0.06231796741485596,0.24963566660881042,0.21269042789936066
7,0.0597037747502327,0.244343563914299,0.21044956147670746
