dataset,model,rmse,brier,ece,eval_count,positive_count,negative_count,class_balance_ok,eval_scope,rmse_norm
Infectious,Landscape,0.2289313904936098,0.5397790453894793,0.734683116,10.0,10.0,0.0,0.0,test,0.8969403073050308
Infectious,RKHS,0.22793915084368682,0.5380083887652598,0.733470546,10.0,10.0,0.0,0.0,test,0.8930527681842347
Infectious,TGN,0.2552359266598942,0.5822384140818395,0.763038966,10.0,10.0,0.0,0.0,test,1.0
